Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH
400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
400SQ.MM,XLPE,11KV,HTCF SECTION,JANKALYAN NAGAR RECEIVING STATION,40285,JANKALYAN REGENT,40581
400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400+300SQ.MM,PILC+XLPE,33KV,HTCF SECTION,,,,
630+400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
630+400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
70SQ.MM,PILC,11KV,HTCF SECTION,GORAI VILLAGE NO 2,14363,CULVEM VILLAGE,9807
70+120SQ.MM,PILC,11KV,HTCF SECTION,GORAI VILLAGE NO 2,14363,CULVEM VILLAGE,9807
70+120SQ.MM,PILC,11KV,HTCF SECTION,JAY MAHARASHTRA NGR,18036,ARIES,16295
70+120SQ.MM,PILC,11KV,HTCF SECTION,SAFALE VILLAGE NO 2,15292,SAFALE VILLAGE NO 1,17975
70+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CULVEM VILLAGE,9807,GORAI VILLAGE NO 2,14363
70+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CULVEM VILLAGE,9807,GORAI VILLAGE NO 2,14363
70+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GORAI VILLAGE NO 2,14363,CULVEM VILLAGE,9807
70+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAFALE VILLAGE NO 1,17975,SAFALE VILLAGE NO 2,15292
70+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAFALE VILLAGE NO 2,15292,SAFALE VILLAGE NO 1,17975
70+120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,FCI 2,5142,INDIAN OIL 4,40679
70+120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TRIMURTI,25953,GEETANJALI NAGAR,36952
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CULVEM VILLAGE,9805,JAMES LOBO,41464
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JAMES LOBO,41464,CULVEM VILLAGE,9805
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JAMES LOBO,41464,CULVEM VILLAGE,9805
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KETKIPADA,14219,TIMBER GREEN HOMES,28047
70+120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAROL JOGGERS PARK,25473,CRESCENT EXOTICA,38426
70+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THAKUR PAKHADI,9273,CLUBIHOUSE,34617
70+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,INDIAN OIL 1,5585,ONGC,16943
70+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,INDIAN OIL 1,5585,ONGC,16943
70+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,R.C.F.COMPLEX,12858,RAJGAD CHS,32007
300SQ.MM,XLPE,11KV,HTCF SECTION,INDRAPRASTHA REGENCY,29757,BHAGATSINGH NAGAR NO.1,9677
120SQ.MM,PILC,11KV,HTCF SECTION,KHERANI RD SOUTH,29611,SINGHWADI,16741
120SQ.MM,PILC,11KV,HTCF SECTION,M H A D A NO.1,12888,MARBLE ARCH,12087
120SQ.MM,PILC,11KV,HTCF SECTION,M I D C NO.4,5084,ELEC MECH,15866
120SQ.MM,PILC,11KV,HTCF SECTION,SWAMI SAMARTH NAGAR NO.2,7468,KENWOOD APARTMENT,7079
120SQ.MM,PILC,11KV,HTCF SECTION,VIMAN DARSHAN 1,10933,VIMAN DARSHAN 2,14773
120SQ.MM,XLPE,11KV,HTCF SECTION,GOVANDI VILLEGE,4953,BDLB,41187
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JIDICIARY ACADEMY,32314,VASANT SMRUTI VRUDHASHRAM,26271
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KADESHWARI MANDIR ROAD,14701,BANDRA WORLI SEA LINK,34494
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ACME AMEY,26175,ECO HOUSE,34189
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BALAJI TELEFILMS,9857,TUNGVE 1,41569
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU SOUTH NO. 2,34077,WESTERN WIND,32460
120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA 3,4809,GARIB NAWAZ,16328
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,AAREY UNIT NO.19,15691,AAREY GARDEN KIOSK,16981
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BOMBAY IND,17994,POLYCHEM NO.2,41343
120+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHREE GANESH SOCIETY,29959,ANDHERI SPORTS COMPLEX,9025
120+300+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU SOUTH (INDOOR),274,JUHU AERODROME NO.2,14711
150+300SQ.MM,XLPE,11KV,HTCF SECTION,HARIYALI 1,13873,SAI ASHISH,26491
185+240SQ.MM,PILC,11KV,HTCF SECTION,,,,
185+240SQ.MM,XLPE,11KV,HTCF SECTION,VIKHROLI HILL 1,12088,MAHAJAN SILK MILLS,5911
185+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR WEST 1,2110,CHIRAG NAGAR POLICE QUARTER,34283
185+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
225++240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIJAY NAGAR(SAHAR),2969,TELLY GALY CROSS LANE,7592
225+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GANESH IND,9953,ACHARYA NGR 2,17315
225+240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARMANU,7474,CENTENARRY HOSP 3,36907
240SQ.MM,PILC,11KV,HTCF SECTION,CHILDREN HOME,5296,ANUGIRI,17595
240SQ.MM,PILC,11KV,HTCF SECTION,J P ROAD NO.2,4806,DHAKE COLONY NO.1,4856
240SQ.MM,PILC,11KV,HTCF SECTION,TILAK NGR GARDEN,15015,SHREE SIDDHIVINAYAK,31151
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDRA NORTH,2888,LAND MARK PLATINUM,37051
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JOGESHWARI RAILWAY QUARTERS,17728,MAJAS NORTH,36476
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAXMI NO.3,18560,KUBER COMPLEX,34455
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAJAS NO.1,2391,MARUTI BUSINESS CENTRE,38914
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NEW JEEVAN SILK,17158,HARENDRA KUMAR,15003
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR 3,9294,PANT NGR SCHOOL,9318
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PRAMUKH PLAZA,28050,CHAKALA NORTH NO.4,14762
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHAH ARCADE,26816,KAILASH APARTMENT,7876
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHOMANGAL,39055,DEV PLAZA,28101
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,BEHRAM BAUG SOUTH,38671,MORYA BLUE MOON,38486
300SQ.MM,XLPE,11KV,HTCF SECTION,BOMBAY TALKIES NO.4,9585,ADVENT ATRIA,31969
300SQ.MM,XLPE,11KV,HTCF SECTION,CHANDIVALI GODREJ URBAN PARK,42634,CHANDIVALI QUARIES 1,26079
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,CHARAI CEMETRY,11409,WADHAWALI NORTH,1070
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,CHIBBER HOUSE,31906,NEW JEEVAN SILK,34330
300SQ.MM,XLPE,11KV,HTCF SECTION,COSMIC HIGHTS,29545,BHAKTI PARK 4,26188
300SQ.MM,XLPE,11KV,HTCF SECTION,CRESCENZO,35339,RINFRA ASTALDI,39899
300SQ.MM,XLPE,11KV,HTCF SECTION,CRYSTAL PLAZA,15844,SURESH SMRUTI,13961
300SQ.MM,XLPE,11KV,HTCF SECTION,ENAM FINANCIAL,35924,RELIANCE IND. OFF SITE (T),36568
300SQ.MM,XLPE,11KV,HTCF SECTION,GANDHI NAGAR NO.1,40169,KHERWADI CENTRAL NO.4,15321
300SQ.MM,XLPE,11KV,HTCF SECTION,GOREGAON HDIL R9,39276,KALPATARU RADIANCE,39275
300SQ.MM,XLPE,11KV,HTCF SECTION,GULISTAN NO.2,6390,RITAMBHARA,13000
300SQ.MM,XLPE,11KV,HTCF SECTION,JAIN COMPOUND,42128,GOMESWADI,25313
300SQ.MM,XLPE,11KV,HTCF SECTION,KALINA CENTRAL NO.3,18411,MANI PADA NO.1,4783
300SQ.MM,XLPE,11KV,HTCF SECTION,KAMALA APARTMENT,18245,PRATAP MANE,11311
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,KASHMIRA ESTATE NO.2,17884,MIRA INDUSTRIES,6480
300SQ.MM,XLPE,11KV,HTCF SECTION,KATYANI BUSINESS CENTRE,32789,RAMAYA JEEVAN,35572
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MAGATHANE BUS DEPOT NO 2,29972,MAGATHANE BUS DEPOT,17534
300SQ.MM,XLPE,11KV,HTCF SECTION,MANGIRISH,11573,VAKOLA GAODEVI,14539
300SQ.MM,XLPE,11KV,HTCF SECTION,MANIYAR DYE,35168,KAJUPADA 2,9099
300SQ.MM,XLPE,11KV,HTCF SECTION,MANIYAR DYE,35168,KAJUPADA 2,9099
300SQ.MM,XLPE,11KV,HTCF SECTION,MANKHURD TELE.EXCH.,17770,TELEPHONE WORK SHOP,2739
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,PARAS IND.NO.2,4892,HALDYN GLASS,30763
300SQ.MM,XLPE,11KV,HTCF SECTION,PRATAP HOUSE,35806,ARIHANT APARTMENT NO.2,36882
300SQ.MM,XLPE,11KV,HTCF SECTION,RAJAWADI HOSPITAL,5167,HAVELI,28974
300SQ.MM,XLPE,11KV,HTCF SECTION,RIDDHI GARDEN,26568,GENERAL VAIDYA MARG,9009
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,SAMSUDDIN NGR,10060,STAR GLASS,9113
300SQ.MM,XLPE,11KV,HTCF SECTION,SANT NIRANKARI,28507,SHIVAJI NGR BUS DEPOT,15352
300SQ.MM,XLPE,11KV,HTCF SECTION,SHASTRI NAGAR NO.1,28115,KALINA SHASTRI NGR NO. 3,37584
300SQ.MM,XLPE,11KV,HTCF SECTION,SHIVAJI NGR SOUTH 2,9744,DEONAR PUMPING,30820
300SQ.MM,XLPE,11KV,HTCF SECTION,SUCHIDHAM NO.2,28553,RIDDHI GARDEN,26570
300SQ.MM,XLPE,11KV,HTCF SECTION,TAGORE NGR MATULYA CHS,41362,KANNAMWAR SHANTI NIKETAN,41475
300SQ.MM,XLPE,11KV,HTCF SECTION,TROMBAY RESERVOIR,2832,TROMBAY RESERVOIR NO 2,40780
300SQ.MM,XLPE,11KV,HTCF SECTION,VASANT VIEW,31526,DEMONTE LANE,35320
300SQ.MM,XLPE,11KV,HTCF SECTION,VIDYAPATI,35637,SAUBHAGYA ESTATE,11313
300SQ.MM,XLPE,11KV,HTCF SECTION,VIKHROLI HILL 6,15177,VIKHROLI FIRE BRIGADE,39810
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,WALBHAT ROAD,4633,NATIONAL WIRE NO.2,9536
300+150+120SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VICKERS SPERRY NO.2,42235,MAHINDRA WELFARE CENTRE,12761
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S.R.P.F. NO.6,29375,S R P F NO.4,25506
300+240SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SARIPUT NAGAR,14214,MAHAL PICTURE,7197
300+240SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+240SQ.MM,XLPE,11KV,HTCF SECTION,RADIUM APARTMENT,9652,ACME IND. PARK NO.2,18770
300+240+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BAFHIRA NAGAR HOSPITAL,36976,CHARKOP MAITRI DIAMOND,42536
300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,
300+400SQ.MM,PILC+XLPE,22KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,INTEL CARPORT,26987,QUBE,34438
300+400SQ.MM,XLPE,11KV,HTCF SECTION,KHARODI LINK ROAD NO.2,36317,ORLEM BLISS,42941
300+400SQ.MM,XLPE,11KV,HTCF SECTION,MANI PADA NO.1,42737,UNIVERSITY CAMPUS NO.1,9893
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300+400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
400SQ.MM,XLPE,11KV,HTCF SECTION,220 KV AAREY EHV STATION,39517,MAROL MAROSHI ROAD NO.3,16326
400SQ.MM,XLPE,11KV,HTCF SECTION,,,,
400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
70+120+150+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TRIMURTI,25953,GEETANJALI NAGAR,36952
150+300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,22KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,AAREY PUMP,6729,AAREY GANESH NAGAR,15640
120SQ.MM,PILC,11KV,HTCF SECTION,AAREY UNIT NO.19,15691,AAREY GARDEN KIOSK,16981
70SQ.MM,PILC,11KV,HTCF SECTION,MODERN BAKERY,2808,AAREY PUMP KIOSK,38677
120SQ.MM,PILC,11KV,HTCF SECTION,,,,
120SQ.MM,PILC,11KV,HTCF SECTION,AAREY GARDEN KIOSK,16982,AAREY PUMP,6727
120SQ.MM,PILC,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,READY MIX CONCRETE PLANT,19747,AMARTARA 2,38580
240SQ.MM,PILC,11KV,HTCF SECTION,MAROL MAROSHI ROAD NO.3,16327,MAROL POLICE TRAINING CAMP,28177
300SQ.MM,XLPE,11KV,HTCF SECTION,KANAKIA RAINFOREST NO.1,39212,MAROL REC-STN SWITCH:03725 VIA MAROL NORTH NO.4,37532
120SQ.MM,PILC,11KV,HTCF SECTION,MAROL NORTH NO.4,16049,BHAWANI NAGAR NO.2,13219
120SQ.MM,PILC,11KV,HTCF SECTION,MAROL NORTH NO.4,16049,BHAWANI NAGAR NO.2,13219
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S E E P Z NO.2,31166,KAMALISTAN,11167
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,220KV AAREY REC-STN SWITCH:220AAR34 TO MEGHAWADI REC-STN SWITCH:33036. ISOLATION & RESTORATION DELAYED DUE TO  1)FAILED TO CLOSE GANESH NAGAR NO.2 S/S SW.NO.14321 FAILED TO OPERATE FROM SCADA. ARENA SPACES 100% SUPPLY RESTORED ON DG SET AT 19:05 HRS. ARENA SPACES 100% SUPPLY RESTORED ON DG SET AT 19:05 HRS. BROOKE HEAVEN 100% SUPPLY RESTORED ON DG SET AT 19:50 HRS. LOADING CONSTRAINT DUE TO MULTIPLE FAULT IN MEGHAWADI AREA  (1)33 KV HTCF SECTION BETWEEN 220KV AAREY REC-STN SWITCH:220AAR74 TO MEGHAWADI REC-STN SWITCH:33037 (2) 22 KV HTCF SECTION BETWEEN TATA   S SAKI REC-STN SWITCH:T22SAK28 TO M.I.D.C. REC-STN SWITCH:33061 (3) 11 KV HTCF SECTION BETWEEN M.I.D.C. REC-STN SWITCH:17803 TO AHURA CENTRE S/S SWITCH:15752 (4) 11 KV HTCF SECTION BETWEEN CHAKALA REC-STN SWITCH:11923 TO SAUBHAGYA ESTATE S/S SWITCH:36847 (5) 11 KV HTCF SECTION BETWEEN AAREY REC-STN SWITCH:07821 TO SIDDHI VINAYAK S/S SWITCH:10912 (6) 11 KV HTCF SECTION BETWEEN DHIRAJ APARTMENT,36134,AKRUTI KAILASH,29354
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
,PILC,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
400SQ.MM,XLPE,33KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,MAYFAIR AKSHAY SOCIETY,38481,APANA GHAR NO.2,36737
120SQ.MM,PILC,11KV,HTCF SECTION,DEEPALI APARTMENT,11101,SILVER ANKLET NO.2,12420
120+150SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DEEPALI APARTMENT,11101,SILVER ANKLET NO.2,12420
