FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,FROM_SWITCH_N,FEEDER_ID_N,PATH,NO_OF_SEGMENT,DEDUP_KEY,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT,SWNO,COMMISSIONEDDATE_DT_OLDEST
36236,14210,36236,SAHARPLZ_11KV_36236,SAHAR PLAZA REC-STN,NEELKANTH PLAZA,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL04-2569,1,2015-05-19,AL,AL,XLPE,,480.1,,36236,36236,SWNO_36236 -> SWNO_14210,1,14210,480.1,2015-05-19 00:00:00+00:00,14210,2015-05-19 00:00:00+00:00
36237,29245,36237,SAHARPLZ_11KV_36237,SAHAR PLAZA REC-STN,SAHAR PLAZA,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-3084,2,2014-12-04,AL,AL,XLPE,,218.3,,36237,36237,SWNO_29245 -> JT.NO.1 | JT.NO.1 -> SWNO_36237,2,29245,239.8,2014-12-04 00:00:00+00:00,29245,2014-12-04 00:00:00+00:00
36237,43439,36237,SAHARPLZ_11KV_36237,SAHAR PLAZA REC-STN,RUNWAL HI STYLE,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-5801,1,2024-03-19,AL,AL,XLPE,,174.0,,36237,36237,SWNO_36237 -> SWNO_43439 | SWNO_43450 -> SWNO_43421,2,43439,346.0,2024-03-19 00:00:00+00:00,43439,2024-03-19 00:00:00+00:00
36238,17825,36238,SAHARPLZ_11KV_36238,SAHAR PLAZA REC-STN,M.I.D.C. REC-STN,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-RSTN-MIDC,1,2015-01-29,AL,AL,XLPE,,162.6,,36238,36238,JT.NO.15 -> SWNO_17825 | JT.NO.15A -> JT.NO.15 | SWNO_36238 -> JT.NO.15A,3,17825,617.9000000000001,2015-01-29 00:00:00+00:00,17825,2015-01-29 00:00:00+00:00
3624,HTCONSUMER,3624,GODREJBKC_11Kv_03629,GODREJ BKC REC-STN,,1S-MH-MU-ZST-RSTN-GODR,,1,1999-10-28,AL,AL,XLPE,,10.0,,3624,3624,SWITCHING DEVICE TO HTC | GODREJ BKC REC-STN,4,3624|HTCONSUMER,40.0,2016-07-22 00:00:00+00:00,HTCONSUMER,1999-10-28 00:00:00+00:00
36240,38603,36240,SAHARPLZ_11KV_36240,SAHAR PLAZA REC-STN,WALL STREET,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-3514,1,2017-05-02,AL,AL,XLPE,,204.7,,36240,36240,SWNO_36240 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.2 -> JT.NO.3 | JT.NO.3 -> SWNO_38603 | SWNO_36249 -> JT.NO.1 | JT.NO.2 -> SWNO_38599,7,38603,2043.2,2017-05-02 00:00:00+00:00,38603,2017-05-02 00:00:00+00:00
36241,43450,36241,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA R/S,1S-MH-MU-ZSC-RSTN-SAHA,,1,2015-01-25,AL,AL,XLPE,,50.0,COMMERCIAL,36241,36241,SWNO_36241 -> SWNO_43450 | SWNO_36248 -> JT.NO.20 | JT.NO.20 -> JT.NO.20A | JT.NO.20C -> JT.NO.20D,8,43450,606.8,2015-01-25 00:00:00+00:00,43450,2015-01-25 00:00:00+00:00
36241,STNXMER,36241,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA REC-STN,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-RSTN-SAHA,2,1999-01-01,AL,AL,XLPE,,100.0,COMMERCIAL,36241,36241,PT (20 MVA NO.2) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.2) | PT (20 MVA NO.1) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.1) | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (5.5MVAR),8,36241|STNXMER,440.0,2015-01-15 00:00:00+00:00,STNXMER,1999-01-01 00:00:00+00:00
36242,CAPBANK,36242,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA REC-STN,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-RSTN-SAHA,1,1999-01-01,AL,AL,XLPE,,100.0,,36242,36242,PT (20 MVA NO.2) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.2) | PT (20 MVA NO.1) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.1) | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (5.5MVAR),8,36242|CAPBANK,440.0,2015-01-15 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
36244,CAPBANK,36244,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA REC-STN,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-RSTN-SAHA,1,1999-01-01,AL,AL,XLPE,,100.0,,36244,36244,PT (20 MVA NO.2) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.2) | PT (20 MVA NO.1) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.1) | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (5.5MVAR),8,36244|CAPBANK,440.0,2015-01-15 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
36245,STNXMER,36245,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA REC-STN,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-RSTN-SAHA,1,1999-01-01,AL,AL,XLPE,,100.0,COMMERCIAL,36245,36245,PT (20 MVA NO.2) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.2) | PT (20 MVA NO.1) TO SAHAR PLAZA REC-STN | SAHAR PLAZA REC-STN TO P.T.(20MVA NO.1) | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (5.5MVAR),8,36245|STNXMER,440.0,2015-01-15 00:00:00+00:00,STNXMER,1999-01-01 00:00:00+00:00
36247,15085,36247,SAHARPLZ_11KV_36247,SAHAR PLAZA REC-STN,HOTEL AIRPORT KOHINOOR,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-2271,1,2015-02-23,AL,AL,XLPE,,150.1,,36247,36247,SWNO_36247 -> SWNO_15085,1,15085,150.1,2015-02-23 00:00:00+00:00,15085,2015-02-23 00:00:00+00:00
36248,5329,36248,SAHARPLZ_11KV_36248,SAHAR PLAZA REC-STN,RUNWAL STYLE,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-2555,2,,AL,AL,XLPE,,5.0,,36248,36248,JT.NO.20D -> JT.NO.20E,1,5329,5.0,,5329,
36248,5412,36248,SAHARPLZ_11KV_36241,SAHAR PLAZA REC-STN,SAHAR PLAZA R/S,1S-MH-MU-ZSC-RSTN-SAHA,,1,2015-01-25,AL,AL,XLPE,,50.0,,36248,36248,SWNO_36241 -> SWNO_43450 | SWNO_36248 -> JT.NO.20 | JT.NO.20 -> JT.NO.20A | JT.NO.20C -> JT.NO.20D,4,5412,303.4,2015-01-25 00:00:00+00:00,5412,2015-01-25 00:00:00+00:00
36249,38599,36249,SAHARPLZ_11KV_36240,SAHAR PLAZA REC-STN,WALL STREET,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-3514,1,2017-05-02,AL,AL,XLPE,,204.7,,36249,36249,SWNO_36240 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.2 -> JT.NO.3 | JT.NO.3 -> SWNO_38603 | SWNO_36249 -> JT.NO.1 | JT.NO.2 -> SWNO_38599,7,38599,2043.2,2017-05-02 00:00:00+00:00,38599,2017-05-02 00:00:00+00:00
3625,HTCONSUMER,3625,GODREJBKC_11Kv_03629,GODREJ BKC REC-STN,,1S-MH-MU-ZST-RSTN-GODR,,1,1999-10-28,AL,AL,XLPE,,10.0,,3625,3625,SWITCHING DEVICE TO HTC | GODREJ BKC REC-STN,4,3625|HTCONSUMER,40.0,2016-07-22 00:00:00+00:00,HTCONSUMER,1999-10-28 00:00:00+00:00
36250,4886,36250,SAHARPLZ_11KV_36250,SAHAR PLAZA REC-STN,NAVYUG INDUSTRIAL ESTATE,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-2567,1,2015-01-25,AL,AL,XLPE,,149.8,,36250,36250,SWNO_36250 -> JT.NO.16A | JT.NO.16A -> JT.NO.16B | JT.NO.16B -> SWNO_04886,3,4886,314.1,2015-01-25 00:00:00+00:00,4886,2015-01-25 00:00:00+00:00
36251,15814,36251,SAHARPLZ_11KV_36251,SAHAR PLAZA REC-STN,TULSIANI COMPLEX,1S-MH-MU-ZSC-RSTN-SAHA,1S-MH-MU-ZSC-CL01-2791,1,2014-12-03,AL,AL,XLPE,,36.5,,36251,36251,SWNO_36251 -> SWNO_15814,1,15814,36.5,2014-12-03 00:00:00+00:00,15814,2014-12-03 00:00:00+00:00
36253,25052,18093,MMRDA_11kV_18093,THE CAPITAL,B.K. COMPLEX NO.4,1S-MH-MU-ZST-CL05-1010,1S-MH-MU-ZST-CL05-0608,3,2007-07-27,AL,AL,XLPE,,107.0,,36253,18093,JT.NO.6A -> SWNO_25052 | SWNO_36253 -> JT.NO.6A,2,25052,142.6,2007-07-27 00:00:00+00:00,25052,2007-07-27 00:00:00+00:00
36257,35341,26716,MMRDA_11kV_26716,THE CAPITAL,CRESCENZO,1S-MH-MU-ZST-CL05-1010,1S-MH-MU-ZST-CL05-0840,2,2009-01-06,AL,AL,XLPE,,196.0,,36257,26716,SWNO_36257 -> JT.NO.7 | JT.NO.7 -> JT.NO.7A | JT.NO.7A -> JT.NO.7B | JT.NO.7A -> JT.NO.8F | JT.NO.8A -> JT.NO.8B | JT.NO.8B -> JT.NO.8C | JT.NO.8C -> JT.NO.8D | JT.NO.8E -> SWNO_35341 | JT.NO.8F -> JT.NO.8A,9,35341,1769.9,2009-01-06 00:00:00+00:00,35341,2009-01-06 00:00:00+00:00
36259,15774,30036,PALMCT_11kV_30036,VALNAI NO.1,STAR INDUSTRIES,1S-MH-MU-ZCT-CL03-4781,1S-MH-MU-ZCT-CL03-4728,9,2013-12-29,AL,AL,XLPE,POTHEAD,60.0,,36259,30036,VALNAI NO.1 TO STAR INDUSTRIES (400MM² DEAD CABLE PLACE) | SWNO_36259 -> JT.NO.69 | JT.NO.69 -> JT.NO.69A | JT.NO.69A -> JT.NO.69B | JT.NO.69B -> JT.NO.69C | JT.NO.69C -> SWNO_15774,6,15774,212.6,2013-12-29 00:00:00+00:00,15774,2013-12-29 00:00:00+00:00
36260,42501,40936,DINDO_11kV_40936,KHOT DONGRI NO.2,KHOT DONGRI NO.3,1S-MH-MU-ZCT-CL08-5364,1S-MH-MU-ZCT-CL09-5754,6,2013-04-28,AL,AL,XLPE,,65.4,,36260,40936,SWNO_10030 -> JT.NO.129 | JT.NO.129 -> SWNO_42501,2,42501,187.8,2013-04-28 00:00:00+00:00,42501,2013-04-28 00:00:00+00:00
36265,2891,29559,MALAD_11kV_29559,RANI SATI ABT,QUARRY ROAD NO.2,1S-MH-MU-ZCT-CL08-5413,1S-MH-MU-ZCT-CL08-4604,8,2013-12-31,AL,AL,XLPE,,17.8,,36265,29559,SWNO_36265 -> JT.NO.98 | JT.NO.98 -> JT.NO.98A | JT.NO.98 -> SWNO_02891 | JT.NO.98B -> SWNO_02891,4,2891,407.7,2013-12-31 00:00:00+00:00,2891,2013-12-31 00:00:00+00:00
36271,4193,36247,SAHARPLZ_11KV_36247,GALA COMP,KANAKIA ATRIUM,1S-MH-MU-ZSC-CL04-3352,1S-MH-MU-ZSC-CL01-3184,4,,AL,AL,XLPE,,146.3,INDUSTRIAL,36271,36247,SWNO_36271 -> JT.NO.4E | JT.NO.4B -> SWNO_04193 | JT.NO.4C -> JT.NO.4F | JT.NO.4D -> JT.NO.4C | JT.NO.4E -> JT.NO.4D | JT.NO.4F -> JT.NO.4B,6,4193,362.6,,4193,
36273,5343,36247,SAHARPLZ_11KV_36247,KANAKIA ATRIUM,MAROL INDUSTRIES NO.5,1S-MH-MU-ZSC-CL01-3184,1S-MH-MU-ZSC-CL01-2480,5,2010-12-02,AL,AL,PILC,,49.9,,36273,36247,SWNO_36273 -> JT.NO.6G | JT.NO.6 -> JT.NO.6K | JT.NO.6A -> JT.NO.6 | JT.NO.6B -> JT.NO.6A | JT.NO.6C -> JT.NO.6B | JT.NO.6D -> JT.NO.6C | JT.NO.6E -> JT.NO.6D | JT.NO.6F -> JT.NO.6J | JT.NO.6G -> JT.NO.6L | JT.NO.6H -> JT.NO.6E | JT.NO.6J -> JT.NO.6H | JT.NO.6K -> SWNO_05343 | JT.NO.6L -> JT.NO.6F,13,5343,417.5,2010-12-02 00:00:00+00:00,5343,2010-12-02 00:00:00+00:00
3628,CAPBANK,3628,GODREJBKC_11Kv_03628,GODREJ BKC REC-STN,CAP BANK,1S-MH-MU-ZST-RSTN-GODR,1S-MH-MU-ZST-RSTN-GODR,1,1999-01-01,AL,AL,XLPE,DISCONNECTED,10.0,,3628,3628,SWITCHING DEVICE TO CAP BANK | SWITCHING DEVICE TO HTC | BKC REC-STN TO P.T.(20 MVA NO.2) | BKC REC.STN 33218 TO PT(20 MVA NO.1) | BKC REC.STN 33219 TO PT(20 MVA NO.2) | INTERLINK CABLE,6,3628|CAPBANK,420.0,2016-05-14 00:00:00+00:00,CAPBANK,1999-01-01 00:00:00+00:00
36281,37483,25273,CHMBUR_11kV_25273,CHEMBUR SHANKAR NIKETAN,CHEMBUR GANGAVIHAR,1S-MH-MU-ZET-CL08-9570,1S-MH-MU-ZET-CL08-9614,7,2010-03-08,AL,AL,XLPE,,39.2,,36281,25273,JT.NO.2B -> JT.NO.2C | JT.NO.2C -> SWNO_36281 | JT.NO.2F -> JT.NO.2G | JT.NO.2G -> JT.NO.2H | JT.NO.2H -> JT.NO.2B,5,37483,188.35,2010-03-08 00:00:00+00:00,37483,2010-03-08 00:00:00+00:00
36284,41895,28494,JUHU_11kV_28494,SHYAM SADAN,LOTUS EYE HOSPITAL,1S-MH-MU-ZST-CL04-1123,1S-MH-MU-ZST-CL04-0338,6,1999-10-28,AL,AL,XLPE,,34.1,,36284,28494,SWNO_36284 -> JT.NO.41F | JT.NO.1 -> JT.NO.41 | JT.NO.1A -> JT.NO.1 | JT.NO.41 -> JT.NO.41C | JT.NO.41A -> JT.NO.41K | JT.NO.41B -> JT.NO.41A | JT.NO.41C -> SWNO_41895 | JT.NO.41F -> JT.NO.42 | JT.NO.41K -> JT.NO.41L | JT.NO.41L -> JT.NO.1A | JT.NO.42 -> JT.NO.42A | JT.NO.42A -> JT.NO.41B,12,41895,462.21054838000003,1999-10-28 00:00:00+00:00,41895,1999-10-28 00:00:00+00:00
36287,5099,28490,JUHU_11kV_28490,O N G C HELI BASE,LAJPATRAI ROAD,1S-MH-MU-ZST-CL04-0387,1S-MH-MU-ZST-CL04-0332,7,2009-04-25,AL,AL,XLPE,,204.1,,36287,28490,SWNO_36287 -> JT.NO.1 | JT.NO.1 -> JT.NO.2 | JT.NO.19 -> JT.NO.19A | JT.NO.19A -> SWNO_05099 | JT.NO.19B -> JT.NO.19 | JT.NO.19C -> JT.NO.19B | JT.NO.19D -> JT.NO.3 | JT.NO.19E -> JT.NO.19G | JT.NO.19F -> JT.NO.19E | JT.NO.19G -> JT.NO.19D | JT.NO.2 -> JT.NO.19F | JT.NO.3 -> JT.NO.19C,12,5099,514.93203992,2009-04-25 00:00:00+00:00,5099,2009-04-25 00:00:00+00:00
36289,28688,3812,KANA_11kV_03812,SANSKRUTI NIKETAN,GAVDEVI ROAD NO.5,1S-MH-MU-ZNT-CL01-7390,1S-MH-MU-ZCT-CL10-5024,5,,AL,AL,XLPE,,125.2,,36289,3812,SWNO_28688 -> JT.NO.2 | JT.NO.2 -> SWNO_36289,2,28688,229.5,,28688,
3629,HTCONSUMER,3629,GODREJBKC_11Kv_03629,GODREJ BKC REC-STN,,1S-MH-MU-ZST-RSTN-GODR,,1,1999-10-28,AL,AL,XLPE,,10.0,,3629,3629,SWITCHING DEVICE TO HTC | GODREJ BKC REC-STN,4,3629|HTCONSUMER,40.0,2016-07-22 00:00:00+00:00,HTCONSUMER,1999-10-28 00:00:00+00:00
36292,41581,28747,MIDC_11kV_28747,E S I S HOSPITAL (ANDHERI),ESIC REC-STN,1S-MH-MU-ZSC-CL01-2199,1S-MH-MU-ZSC-RSTN-ESIC,2,2022-12-23,AL,AL,XLPE,,35.0,,36292,28747,SWNO_36292 -> SWNO_41581,1,41581,35.0,2022-12-23 00:00:00+00:00,41581,2022-12-23 00:00:00+00:00
36294,HTCONSUMER,28747,MIDC_11kV_28747,E S I S HOSPITAL (ANDHERI),,1S-MH-MU-ZSC-CL01-2199,,1.1,1999-10-28,AL,AL,XLPE,,10.0,,36294,28747,SWITCHING DEVICE TO HTC,1,36294|HTCONSUMER,10.0,,HTCONSUMER,1999-10-28 00:00:00+00:00
36299,42434,41753,VAZIRA_11kV_41753,VISHNU CHS,LAXMI CHAYYA,1S-MH-MU-ZNT-CL08-7446,1S-MH-MU-ZNT-CL07-7422,1.1,2022-11-10,AL,AL,XLPE,,102.5,,36299,41753,SWNO_36299 -> JT.NO.21 | JT.NO.21 -> JT.NO.21A | JT.NO.21A -> SWNO_42434,3,42434,206.9,2022-11-10 00:00:00+00:00,42434,2022-11-10 00:00:00+00:00
3630,HTCONSUMER,3630,GODREJBKC_11Kv_03629,GODREJ BKC REC-STN,,1S-MH-MU-ZST-RSTN-GODR,,1,1999-10-28,AL,AL,XLPE,,10.0,,3630,3630,SWITCHING DEVICE TO HTC | GODREJ BKC REC-STN,4,3630|HTCONSUMER,40.0,2016-07-22 00:00:00+00:00,HTCONSUMER,1999-10-28 00:00:00+00:00
36300,31776,41753,VAZIRA_11kV_41753,VISHNU CHS,SAM RESIDENCY,1S-MH-MU-ZNT-CL08-7446,1S-MH-MU-ZNT-CL07-7088,2,2021-02-25,AL,AL,XLPE,,173.8,,36300,41753,SWNO_36300 -> JT.NO.5A | JT.NO.5A -> SWNO_31776,2,31776,271.70000000000005,2021-02-25 00:00:00+00:00,31776,2021-02-25 00:00:00+00:00
36305,30317,28478,JUHU_11kV_28478,KAMLA HUB,CRITI CARE HOSPITAL,1S-MH-MU-ZST-CL04-1048,1S-MH-MU-ZST-CL04-0784,5,2019-03-08,AL,AL,PILC,,64.8,,36305,28478,SWNO_36305 -> JT.NO.9F | JT.NO.10 -> JT.NO.10A | JT.NO.10A -> JT.NO.9E | JT.NO.8 -> SWNO_30317 | JT.NO.8A -> JT.NO.8 | JT.NO.9B -> JT.NO.9H | JT.NO.9C -> JT.NO.9B | JT.NO.9D -> JT.NO.9L | JT.NO.9E -> JT.NO.9D | JT.NO.9F -> JT.NO.10 | JT.NO.9H -> JT.NO.8A | JT.NO.9K -> JT.NO.9K | JT.NO.9K -> JT.NO.9M | JT.NO.9L -> JT.NO.9K | JT.NO.9M -> JT.NO.9C,15,30317,395.8,2019-03-08 00:00:00+00:00,30317,2019-03-08 00:00:00+00:00
36335,36464,18090,MMRDA_11kV_18090,BANK OF BARODA,RELIANCE IND. RG-1A,1S-MH-MU-ZST-CL05-0076,1S-MH-MU-ZST-CL05-1140,1.1,2014-01-06,AL,AL,XLPE,,8.0,,36335,18090,JT.NO.2 -> JT.NO.2A | SWNO_36462 -> JT.NO.1A | JT.NO.1A -> JT.NO.2 | JT.NO.2A -> SWNO_36335,4,36464,484.8,2014-01-06 00:00:00+00:00,36464,2014-01-06 00:00:00+00:00
36336,36471,18090,MMRDA_11kV_18090,BANK OF BARODA,RELIANCE IND C-64 ON SITE (T),1S-MH-MU-ZST-CL05-0076,1S-MH-MU-ZST-CL05-1142,2,2014-04-22,AL,AL,XLPE,,277.0,,36336,18090,SWNO_36336 -> SWNO_36471,1,36471,277.0,2014-04-22 00:00:00+00:00,36471,2014-04-22 00:00:00+00:00
3634,32357,3634,GODREJBKC_11Kv_03634,GODREJ BKC REC-STN,CRESCENZO,1S-MH-MU-ZST-RSTN-GODR,1S-MH-MU-ZST-CL05-0840,1,2011-05-24,AL,AL,XLPE,,269.9,,3634,3634,SWNO_03634 -> JT.NO.7B | JT.NO.7A -> SWNO_32357 | JT.NO.7B -> JT.NO.7A,3,32357,763.6,2011-05-24 00:00:00+00:00,32357,2011-05-24 00:00:00+00:00
36342,38498,30465,SCRUZ_11kV_30465,VAKOLA MARKET,AURAM APARTMENT,1S-MH-MU-ZST-CL07-1012,1S-MH-MU-ZST-CL07-1250,4,2014-02-21,AL,AL,XLPE,,159.3,,36342,30465,JT.NO.2 -> JT.NO.3B | JT.NO.3A -> JT.NO.2 | JT.NO.3B -> JT.NO.3C | JT.NO.3C -> SWNO_38498 | SWNO_36342 -> JT.NO.3A,5,38498,574.7,2014-02-21 00:00:00+00:00,38498,2014-02-21 00:00:00+00:00
36343,29934,41712,GHOD_11KV_41712,BHAIRAV RESIDENCY,SHREE VASUDEV COMPLEX,1S-MH-MU-ZNT-CL11-7616,1S-MH-MU-ZNT-CL11-7054,8,2016-04-20,AL,AL,XLPE,,133.5,,36343,41712,SWNO_36343 -> JT.NO.18C | JT.NO.18 -> SWNO_29934 | JT.NO.18C -> JT.NO.18E | JT.NO.18D -> JT.NO.18 | JT.NO.18E -> JT.NO.18D,5,29934,481.7,2016-04-20 00:00:00+00:00,29934,2016-04-20 00:00:00+00:00
36358,4165,39618,CPWDMAREC_11KV_39618,KHARODI NO.1,MALAD SEWAGE,1S-MH-MU-ZCT-CL06-4383,1S-MH-MU-ZCT-CL05-4451,2.1,2005-07-14,AL,AL,XLPE,DISCONNECTED,38.8,,36358,39618,SWNO_36358 -> JT.NO.28 | JT.NO.28 -> JT.NO.28A | JT.NO.28A -> JT.NO.28B | JT.NO.28B -> JT.NO.28C | JT.NO.28C -> SWNO_04165,5,4165,590.6,2005-07-14 00:00:00+00:00,4165,2005-07-14 00:00:00+00:00
36361,17219,31987,TLKNGR _11kV_31987,TILAK NGR JAI BHAVANI,BHARAT GLASS,1S-MH-MU-ZET-CL09-9578,1S-MH-MU-ZET-CL09-8089,8,,AL,AL,XLPE,,11.81966458,RESIDENTIAL,36361,31987,JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_17219,2,17219,244.51966457999998,,17219,
36364,34851,41898,BANDRA_11kV_41898,KALPAK GAYATREE,36 TURNER ROAD,1S-MH-MU-ZST-CL01-0977,1S-MH-MU-ZST-CL02-0886,4,2022-10-06,AL,AL,XLPE,,248.4,,36364,41898,SWNO_36364 -> JT.NO.15A | JT.NO.15A -> SWNO_34851,2,34851,375.0,2022-10-06 00:00:00+00:00,34851,2022-10-06 00:00:00+00:00
36366,10370,27081,PALMCT_11kV_27081,MALVANI COLONY NO.5,MALVANI HOSPITAL,1S-MH-MU-ZCT-CL06-4459,1S-MH-MU-ZCT-CL06-4466,1.2,2021-04-24,AL,AL,XLPE,,236.0,,36366,27081,SWNO_10370 -> JT.NO.76 | JT.NO.76 -> SWNO_10370,2,10370,418.7,2021-04-24 00:00:00+00:00,10370,2021-04-24 00:00:00+00:00
36367,36133,27081,PALMCT_11kV_27081,MALVANI COLONY NO.5,MALVANI COLONY NO.3,1S-MH-MU-ZCT-CL06-4459,1S-MH-MU-ZCT-CL06-4462,1.1,,AL,AL,PILC,,292.7,,36367,27081,SWNO_36367 -> SWNO_36133,1,36133,292.7,,36133,
36370,28861,26985,MINDSP_11kV_26985,HARMONY MALL,BHAGATSINGH NAGAR NO.1,1S-MH-MU-ZCT-CL01-5433,1S-MH-MU-ZCT-CL01-4105,5,2007-11-23,AL,AL,XLPE,,43.2,,36370,26985,SWNO_36370 -> JT.NO.131 | JT.NO.131 -> JT.NO.131A | JT.NO.131A -> JT.NO.131B | JT.NO.131B -> JT.NO.131C | JT.NO.131B -> SWNO_28861,5,28861,85.30000000000001,2007-11-23 00:00:00+00:00,28861,2007-11-23 00:00:00+00:00
36371,1089,40023,BHAVANS_11KV_40023,PRATIK,GILBERT HILL NO.1,1S-MH-MU-ZSC-CL07-3371,1S-MH-MU-ZSC-CL07-2237,2,2017-12-09,AL,AL,XLPE,,68.76327452,,36371,40023,SWNO_36371 -> JT.NO.3 | JT.NO.3 -> JT.NO.3C | JT.NO.3A -> JT.NO.3B | JT.NO.3B -> SWNO_01089 | JT.NO.3C -> JT.NO.3A,5,1089,728.56327452,2017-12-09 00:00:00+00:00,1089,2017-12-09 00:00:00+00:00
36381,29596,38222,SADG_11kV_38222,RAMESHWAR TOWER,GOLDEN NEST PHASE 11,1S-MH-MU-ZNT-CL11-7620,1S-MH-MU-ZNT-CL11-6910,5,,AL,AL,XLPE,,159.6,,36381,38222,JT.NO.1 -> SWNO_29596 | SWNO_36381 -> JT.NO.1,2,29596,388.5,,29596,
36391,27072,31094,VPARLE_11kV_31094,PARLE SQUARE,VILE PARLE EAST NO.1,1S-MH-MU-ZST-CL08-1075,1S-MH-MU-ZST-CL08-0560,7,2021-05-14,AL,AL,XLPE,,99.7,,36391,31094,JT.NO.47E -> SWNO_27072 | SWNO_36391 -> JT.NO.47F | JT.NO.47F -> JT.NO.47E,3,27072,162.1,2021-05-14 00:00:00+00:00,27072,2021-05-14 00:00:00+00:00
36398,42752,31058,RAHEJA_11kV_31058,RAHEJA HEIGHTS NO.3,RAHEJA HEIGHTS NO.5,1S-MH-MU-ZCT-CL08-5165,1S-MH-MU-ZCT-CL08-5685,3.1,2023-03-14,AL,AL,XLPE,AS PER HT SLD,295.0,,36398,31058,JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_43801 | JT.NO.2A -> SWNO_42752,3,42752,530.87386708,2023-03-14 00:00:00+00:00,42752,2023-03-14 00:00:00+00:00
36398,43801,31058,RAHEJA_11kV_31058,RAHEJA HEIGHTS NO.3,RAHEJA HEIGHTS NO.5,1S-MH-MU-ZCT-CL08-5165,1S-MH-MU-ZCT-CL08-5685,4,2023-03-14,AL,AL,XLPE,AS PER HT SLD,295.0,,36398,31058,JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_43801 | JT.NO.2A -> SWNO_42752 | SWNO_36398 -> JT.NO.1,4,43801,659.27386708,2023-03-14 00:00:00+00:00,43801,2023-03-14 00:00:00+00:00
36403,40198,40023,BHAVANS_11KV_40023,VRAJ RESIDENCY,BHARDA WADI NO.2,1S-MH-MU-ZSC-CL07-3372,1S-MH-MU-ZSC-CL07-2116,9,2020-02-04,AL,AL,XLPE,,101.2,,36403,40023,JT.NO.18 -> SWNO_36403,2,40198,246.2,2020-02-04 00:00:00+00:00,40198,2020-02-04 00:00:00+00:00
