FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,LATEST_DT_DATE,DT_LOAD
25270,1S-MH-MU-ZET-CL10-8724-1S-MH-MU-ZET-CL10-8724,1S-MH-MU-ZET-CL10-8724,1S-MH-MU-ZET-CL10-8724,1.1.2.1.2.1.2.2.2.1.1.1.1.3.1,2025-04-04,395.38172588832487
25270,1S-MH-MU-ZET-CL08-9552-1S-MH-MU-ZET-CL08-9552,1S-MH-MU-ZET-CL08-9552,1S-MH-MU-ZET-CL08-9552,1.1.2.1.2.1.2.2.2.1.1.1.2,2025-04-04,59.64346153846154
25270,1S-MH-MU-ZET-CL11-8108-1S-MH-MU-ZET-CL11-8108,1S-MH-MU-ZET-CL11-8108,1S-MH-MU-ZET-CL11-8108,1.1.2.1.2.1.2.2.2.1.1.2,2025-04-04,278.07910447761196
25270,1S-MH-MU-ZET-CL11-9121-1S-MH-MU-ZET-CL11-9121,1S-MH-MU-ZET-CL11-9121,1S-MH-MU-ZET-CL11-9121,1.1.2.1.2.1.2.2.2.2,2025-04-04,152.2244776119403
25270,1S-MH-MU-ZET-CL11-9635-1S-MH-MU-ZET-CL11-9635,1S-MH-MU-ZET-CL11-9635,1S-MH-MU-ZET-CL11-9635,1.1.2.1.2.2,2025-04-04,91.14021978021978
25270,1S-MH-MU-ZET-CL11-9273-1S-MH-MU-ZET-CL11-9273,1S-MH-MU-ZET-CL11-9273,1S-MH-MU-ZET-CL11-9273,1.1.2.2,2025-04-04,48.28235294117647
25271,ROOT-1S-MH-MU-ZET-RSTN-CHEM,,1S-MH-MU-ZET-RSTN-CHEM,1,2025-02-07,462.57939698492464
25271,1S-MH-MU-ZET-RSTN-CHEM-1S-MH-MU-ZET-CL11-9642,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-9642,1.1,2025-04-04,28.81904761904762
25271,1S-MH-MU-ZET-CL11-9642-1S-MH-MU-ZET-CL11-9113,1S-MH-MU-ZET-CL11-9642,1S-MH-MU-ZET-CL11-9113,1.1.1,2025-04-04,134.13484848484848
25271,1S-MH-MU-ZET-CL11-9113-1S-MH-MU-ZET-CL11-8227,1S-MH-MU-ZET-CL11-9113,1S-MH-MU-ZET-CL11-8227,1.1.1.1,2025-04-04,376.5673469387755
25271,1S-MH-MU-ZET-CL11-8227-1S-MH-MU-ZET-CL11-8227,1S-MH-MU-ZET-CL11-8227,1S-MH-MU-ZET-CL11-8227,1.1.1.1.1,2025-04-04,376.5673469387755
25271,1S-MH-MU-ZET-CL11-8227-1S-MH-MU-ZET-CL11-9134,1S-MH-MU-ZET-CL11-8227,1S-MH-MU-ZET-CL11-9134,1.1.1.1.2,2025-04-04,272.73443298969073
25271,1S-MH-MU-ZET-CL11-9134-1S-MH-MU-ZET-CL11-8117,1S-MH-MU-ZET-CL11-9134,1S-MH-MU-ZET-CL11-8117,1.1.1.1.2.1,2025-04-04,319.661780104712
25271,1S-MH-MU-ZET-CL11-8117-1S-MH-MU-ZET-CL11-8117,1S-MH-MU-ZET-CL11-8117,1S-MH-MU-ZET-CL11-8117,1.1.1.1.2.1.1,2025-04-04,319.661780104712
25271,1S-MH-MU-ZET-CL11-8117-nan,1S-MH-MU-ZET-CL11-8117,nan,1.1.1.1.2.1.2,,
25271,1S-MH-MU-ZET-CL11-9134-1S-MH-MU-ZET-CL11-9134,1S-MH-MU-ZET-CL11-9134,1S-MH-MU-ZET-CL11-9134,1.1.1.1.2.2,2025-04-04,272.73443298969073
25271,1S-MH-MU-ZET-CL11-9113-1S-MH-MU-ZET-CL11-9113,1S-MH-MU-ZET-CL11-9113,1S-MH-MU-ZET-CL11-9113,1.1.1.2,2025-04-04,134.13484848484848
25271,1S-MH-MU-ZET-CL11-9642-1S-MH-MU-ZET-CL11-9642,1S-MH-MU-ZET-CL11-9642,1S-MH-MU-ZET-CL11-9642,1.1.2,2025-04-04,28.81904761904762
25275,ROOT-1S-MH-MU-ZET-RSTN-CHEM,,1S-MH-MU-ZET-RSTN-CHEM,1,2025-02-07,462.57939698492464
25275,1S-MH-MU-ZET-RSTN-CHEM-1S-MH-MU-ZET-CL11-8891,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-8891,1.1,2025-04-04,231.32592592592593
25275,1S-MH-MU-ZET-CL11-8891-1S-MH-MU-ZET-CL10-9429,1S-MH-MU-ZET-CL11-8891,1S-MH-MU-ZET-CL10-9429,1.1.1,,
25275,1S-MH-MU-ZET-CL10-9429-1S-MH-MU-ZET-CL11-9497,1S-MH-MU-ZET-CL10-9429,1S-MH-MU-ZET-CL11-9497,1.1.1.1,2025-04-04,193.06237288135594
25275,1S-MH-MU-ZET-CL11-9497-1S-MH-MU-ZET-CL11-8755,1S-MH-MU-ZET-CL11-9497,1S-MH-MU-ZET-CL11-8755,1.1.1.1.1,2025-04-04,310.53197969543146
25275,1S-MH-MU-ZET-CL11-8755-1S-MH-MU-ZET-CL11-8755,1S-MH-MU-ZET-CL11-8755,1S-MH-MU-ZET-CL11-8755,1.1.1.1.1.1,2025-04-04,310.53197969543146
25275,1S-MH-MU-ZET-CL11-8755-1S-MH-MU-ZET-CL11-9231,1S-MH-MU-ZET-CL11-8755,1S-MH-MU-ZET-CL11-9231,1.1.1.1.1.2,2025-04-04,204.2122222222222
25275,1S-MH-MU-ZET-CL11-9231-1S-MH-MU-ZET-CL11-8909,1S-MH-MU-ZET-CL11-9231,1S-MH-MU-ZET-CL11-8909,1.1.1.1.1.2.1,,
25275,1S-MH-MU-ZET-CL11-9231-1S-MH-MU-ZET-CL11-9231,1S-MH-MU-ZET-CL11-9231,1S-MH-MU-ZET-CL11-9231,1.1.1.1.1.2.2,2025-04-04,204.2122222222222
25275,1S-MH-MU-ZET-CL11-9497-1S-MH-MU-ZET-CL11-9497,1S-MH-MU-ZET-CL11-9497,1S-MH-MU-ZET-CL11-9497,1.1.1.1.2,2025-04-04,193.06237288135594
25275,1S-MH-MU-ZET-CL10-9429-nan,1S-MH-MU-ZET-CL10-9429,nan,1.1.1.2,,
25275,1S-MH-MU-ZET-CL11-8891-1S-MH-MU-ZET-CL11-8891,1S-MH-MU-ZET-CL11-8891,1S-MH-MU-ZET-CL11-8891,1.1.2,2025-04-04,231.32592592592593
25276,ROOT-1S-MH-MU-ZET-RSTN-CHEM,,1S-MH-MU-ZET-RSTN-CHEM,1,2025-02-07,462.57939698492464
25276,1S-MH-MU-ZET-RSTN-CHEM-1S-MH-MU-ZET-CL10-8794,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL10-8794,1.1,2025-04-04,269.82
25276,1S-MH-MU-ZET-CL10-8794-1S-MH-MU-ZET-CL10-9673,1S-MH-MU-ZET-CL10-8794,1S-MH-MU-ZET-CL10-9673,1.1.1,2025-04-04,221.40610169491524
25276,1S-MH-MU-ZET-CL10-9673-1S-MH-MU-ZET-CL10-8319,1S-MH-MU-ZET-CL10-9673,1S-MH-MU-ZET-CL10-8319,1.1.1.1,2025-04-04,479.69624365482235
25276,1S-MH-MU-ZET-CL10-8319-1S-MH-MU-ZET-CL10-8149,1S-MH-MU-ZET-CL10-8319,1S-MH-MU-ZET-CL10-8149,1.1.1.1.1,2025-04-04,690.7926966292135
25276,1S-MH-MU-ZET-CL10-8149-1S-MH-MU-ZET-CL10-8148,1S-MH-MU-ZET-CL10-8149,1S-MH-MU-ZET-CL10-8148,1.1.1.1.1.1,2025-04-04,634.1590909090909
25276,1S-MH-MU-ZET-CL10-8148-1S-MH-MU-ZET-CL10-8148,1S-MH-MU-ZET-CL10-8148,1S-MH-MU-ZET-CL10-8148,1.1.1.1.1.1.1,2025-04-04,634.1590909090909
25276,1S-MH-MU-ZET-CL10-8148-1S-MH-MU-ZET-CL10-8945,1S-MH-MU-ZET-CL10-8148,1S-MH-MU-ZET-CL10-8945,1.1.1.1.1.1.2,2025-04-04,831.5518134715026
25276,1S-MH-MU-ZET-CL10-8149-1S-MH-MU-ZET-CL10-8149,1S-MH-MU-ZET-CL10-8149,1S-MH-MU-ZET-CL10-8149,1.1.1.1.1.2,2025-04-04,690.7926966292135
25276,1S-MH-MU-ZET-CL10-8319-1S-MH-MU-ZET-CL10-8319,1S-MH-MU-ZET-CL10-8319,1S-MH-MU-ZET-CL10-8319,1.1.1.1.2,2025-04-04,479.69624365482235
25276,1S-MH-MU-ZET-CL10-9673-1S-MH-MU-ZET-CL10-9673,1S-MH-MU-ZET-CL10-9673,1S-MH-MU-ZET-CL10-9673,1.1.1.2,2025-04-04,221.40610169491524
25321,ROOT-1S-MH-MU-ZNT-RSTN-BHWE,,1S-MH-MU-ZNT-RSTN-BHWE,1,2010-11-11,93.1478787878788
25321,1S-MH-MU-ZNT-RSTN-BHWE-1S-MH-MU-ZNT-CL03-6967,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6967,1.1,2025-04-04,280.13623188405796
25321,1S-MH-MU-ZNT-CL03-6967-1S-MH-MU-ZNT-CL12-7421,1S-MH-MU-ZNT-CL03-6967,1S-MH-MU-ZNT-CL12-7421,1.1.1,2025-04-04,90.82434782608696
25321,1S-MH-MU-ZNT-CL12-7421-1S-MH-MU-ZNT-CL03-7233,1S-MH-MU-ZNT-CL12-7421,1S-MH-MU-ZNT-CL03-7233,1.1.1.1,2025-04-04,208.82270833333334
25321,1S-MH-MU-ZNT-CL03-7233-1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-7233,1S-MH-MU-ZNT-CL03-7045,1.1.1.1.1,2025-04-04,103.69388429752065
25321,1S-MH-MU-ZNT-CL03-7045-1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-6407,1.1.1.1.1.1,2025-04-04,317.5990291262136
25321,1S-MH-MU-ZNT-CL03-6407-1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-6407,1.1.1.1.1.1.1,2025-04-04,317.5990291262136
25321,1S-MH-MU-ZNT-CL03-6407-1S-MH-MU-ZNT-CL03-7048,1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-7048,1.1.1.1.1.1.2,2025-04-04,138.2471641791045
25321,1S-MH-MU-ZNT-CL03-7048-1S-MH-MU-ZNT-CL03-6927,1S-MH-MU-ZNT-CL03-7048,1S-MH-MU-ZNT-CL03-6927,1.1.1.1.1.1.2.1,2025-04-04,270.4550243902439
25321,1S-MH-MU-ZNT-CL03-6927-1S-MH-MU-ZNT-CL03-6927,1S-MH-MU-ZNT-CL03-6927,1S-MH-MU-ZNT-CL03-6927,1.1.1.1.1.1.2.1.1,2025-04-04,270.4550243902439
25321,1S-MH-MU-ZNT-CL03-6927-1S-MH-MU-ZNT-CL03-7022,1S-MH-MU-ZNT-CL03-6927,1S-MH-MU-ZNT-CL03-7022,1.1.1.1.1.1.2.1.2,2025-04-04,259.3590049751244
25321,1S-MH-MU-ZNT-CL03-7022-1S-MH-MU-ZNT-CL03-7022,1S-MH-MU-ZNT-CL03-7022,1S-MH-MU-ZNT-CL03-7022,1.1.1.1.1.1.2.1.2.1,2025-04-04,259.3590049751244
25321,1S-MH-MU-ZNT-CL03-7022-1S-MH-MU-ZNT-CL03-7259,1S-MH-MU-ZNT-CL03-7022,1S-MH-MU-ZNT-CL03-7259,1.1.1.1.1.1.2.1.2.2,2025-04-04,200.16620689655173
25321,1S-MH-MU-ZNT-CL03-7259-1S-MH-MU-ZNT-CL03-7259,1S-MH-MU-ZNT-CL03-7259,1S-MH-MU-ZNT-CL03-7259,1.1.1.1.1.1.2.1.2.2.1,2025-04-04,200.16620689655173
25321,1S-MH-MU-ZNT-CL03-7048-1S-MH-MU-ZNT-CL03-7048,1S-MH-MU-ZNT-CL03-7048,1S-MH-MU-ZNT-CL03-7048,1.1.1.1.1.1.2.2,2025-04-04,138.2471641791045
25321,1S-MH-MU-ZNT-CL03-6407-1S-MH-MU-ZNT-CL03-7167,1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-7167,1.1.1.1.1.1.3,2025-04-04,134.60132596685082
25321,1S-MH-MU-ZNT-CL03-7167-1S-MH-MU-ZNT-CL03-6057,1S-MH-MU-ZNT-CL03-7167,1S-MH-MU-ZNT-CL03-6057,1.1.1.1.1.1.3.1,2025-04-04,442.88613861386136
25321,1S-MH-MU-ZNT-CL03-6057-1S-MH-MU-ZNT-CL03-6057,1S-MH-MU-ZNT-CL03-6057,1S-MH-MU-ZNT-CL03-6057,1.1.1.1.1.1.3.1.1,2025-04-04,442.88613861386136
25321,1S-MH-MU-ZNT-CL03-7167-1S-MH-MU-ZNT-CL03-7167,1S-MH-MU-ZNT-CL03-7167,1S-MH-MU-ZNT-CL03-7167,1.1.1.1.1.1.3.2,2025-04-04,134.60132596685082
25321,1S-MH-MU-ZNT-CL03-7045-1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-7045,1.1.1.1.1.2,2025-04-04,103.69388429752065
25321,1S-MH-MU-ZNT-CL03-7233-1S-MH-MU-ZNT-CL03-7233,1S-MH-MU-ZNT-CL03-7233,1S-MH-MU-ZNT-CL03-7233,1.1.1.1.2,2025-04-04,208.82270833333334
25321,1S-MH-MU-ZNT-CL12-7421-1S-MH-MU-ZNT-CL12-7421,1S-MH-MU-ZNT-CL12-7421,1S-MH-MU-ZNT-CL12-7421,1.1.1.2,2025-04-04,90.82434782608696
25323,ROOT-1S-MH-MU-ZNT-RSTN-BHWE,,1S-MH-MU-ZNT-RSTN-BHWE,1,2010-11-11,93.1478787878788
25323,1S-MH-MU-ZNT-RSTN-BHWE-1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6430,1.1,2025-04-04,341.68932038834953
25323,1S-MH-MU-ZNT-CL03-6430-1S-MH-MU-ZNT-CL03-6052,1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6052,1.1.1,2025-04-04,413.3933734939759
25323,1S-MH-MU-ZNT-CL03-6052-1S-MH-MU-ZNT-CL03-6052,1S-MH-MU-ZNT-CL03-6052,1S-MH-MU-ZNT-CL03-6052,1.1.1.1,2025-04-04,413.3933734939759
25323,1S-MH-MU-ZNT-CL03-6430-1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6219,1.1.2,2025-04-04,375.37142857142857
25323,1S-MH-MU-ZNT-CL03-6219-1S-MH-MU-ZNT-CL03-6051,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6051,1.1.2.1,2025-04-04,369.4004878048781
25323,1S-MH-MU-ZNT-CL03-6051-1S-MH-MU-ZNT-CL03-6051,1S-MH-MU-ZNT-CL03-6051,1S-MH-MU-ZNT-CL03-6051,1.1.2.1.1,2025-04-04,369.4004878048781
25323,1S-MH-MU-ZNT-CL03-6051-1S-MH-MU-ZNT-CL03-6973,1S-MH-MU-ZNT-CL03-6051,1S-MH-MU-ZNT-CL03-6973,1.1.2.1.2,2025-04-04,184.5121951219512
25323,1S-MH-MU-ZNT-CL03-6973-1S-MH-MU-ZNT-CL03-6052,1S-MH-MU-ZNT-CL03-6973,1S-MH-MU-ZNT-CL03-6052,1.1.2.1.2.1,2025-04-04,413.3933734939759
25323,1S-MH-MU-ZNT-CL03-6973-1S-MH-MU-ZNT-CL03-6973,1S-MH-MU-ZNT-CL03-6973,1S-MH-MU-ZNT-CL03-6973,1.1.2.1.2.2,2025-04-04,184.5121951219512
25323,1S-MH-MU-ZNT-CL03-6219-1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6219,1.1.2.2,2025-04-04,375.37142857142857
25323,1S-MH-MU-ZNT-CL03-6219-1S-MH-MU-ZNT-CL03-6754,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6754,1.1.2.3,2025-04-04,201.68897560975608
25323,1S-MH-MU-ZNT-CL03-6219-1S-MH-MU-ZNT-CL03-6871,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6871,1.1.2.4,2025-04-04,115.04851485148515
25323,1S-MH-MU-ZNT-CL03-6219-DT,1S-MH-MU-ZNT-CL03-6219,DT,1.1.2.5,,
25323,1S-MH-MU-ZNT-CL03-6430-1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6430,1.1.3,2025-04-04,341.68932038834953
25324,ROOT-1S-MH-MU-ZNT-RSTN-BHWE,,1S-MH-MU-ZNT-RSTN-BHWE,1,2010-11-11,93.1478787878788
25324,1S-MH-MU-ZNT-RSTN-BHWE-1S-MH-MU-ZNT-CL11-7156,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL11-7156,1.1,2025-04-04,276.9196774193548
25324,1S-MH-MU-ZNT-CL11-7156-1S-MH-MU-ZNT-CL02-7465,1S-MH-MU-ZNT-CL11-7156,1S-MH-MU-ZNT-CL02-7465,1.1.1,2025-04-04,127.2822641509434
25324,1S-MH-MU-ZNT-CL02-7465-1S-MH-MU-ZNT-CL02-7465,1S-MH-MU-ZNT-CL02-7465,1S-MH-MU-ZNT-CL02-7465,1.1.1.1,2025-04-04,127.2822641509434
25324,1S-MH-MU-ZNT-CL02-7465-1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-7465,1S-MH-MU-ZNT-RSTN-BHAY,1.1.1.2,,
25324,1S-MH-MU-ZNT-RSTN-BHAY-1S-MH-MU-ZNT-CL12-6659,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-6659,1.1.1.2.1,2025-04-04,322.5541463414634
25324,1S-MH-MU-ZNT-CL12-6659-1S-MH-MU-ZNT-CL02-6222,1S-MH-MU-ZNT-CL12-6659,1S-MH-MU-ZNT-CL02-6222,1.1.1.2.1.1,2025-04-04,547.1638190954774
25324,1S-MH-MU-ZNT-CL02-6222-1S-MH-MU-ZNT-CL02-6222,1S-MH-MU-ZNT-CL02-6222,1S-MH-MU-ZNT-CL02-6222,1.1.1.2.1.1.1,2025-04-04,547.1638190954774
25324,1S-MH-MU-ZNT-CL02-6222-1S-MH-MU-ZNT-CL02-6438,1S-MH-MU-ZNT-CL02-6222,1S-MH-MU-ZNT-CL02-6438,1.1.1.2.1.1.2,2025-04-04,802.8884803921569
25324,1S-MH-MU-ZNT-CL02-6438-1S-MH-MU-ZNT-CL02-6173,1S-MH-MU-ZNT-CL02-6438,1S-MH-MU-ZNT-CL02-6173,1.1.1.2.1.1.2.1,2025-04-04,654.2439024390244
25324,1S-MH-MU-ZNT-CL02-6173-1S-MH-MU-ZNT-CL02-6173,1S-MH-MU-ZNT-CL02-6173,1S-MH-MU-ZNT-CL02-6173,1.1.1.2.1.1.2.1.1,2025-04-04,654.2439024390244
25324,1S-MH-MU-ZNT-CL02-6173-1S-MH-MU-ZNT-CL02-6524,1S-MH-MU-ZNT-CL02-6173,1S-MH-MU-ZNT-CL02-6524,1.1.1.2.1.1.2.1.2,2025-04-04,405.57669902912625
25324,1S-MH-MU-ZNT-CL02-6524-1S-MH-MU-ZNT-CL02-6524,1S-MH-MU-ZNT-CL02-6524,1S-MH-MU-ZNT-CL02-6524,1.1.1.2.1.1.2.1.2.1,2025-04-04,405.57669902912625
25324,1S-MH-MU-ZNT-CL02-6524-1S-MH-MU-ZNT-CL02-6526,1S-MH-MU-ZNT-CL02-6524,1S-MH-MU-ZNT-CL02-6526,1.1.1.2.1.1.2.1.2.2,2025-04-04,568.0449631449632
25324,1S-MH-MU-ZNT-CL02-6438-1S-MH-MU-ZNT-CL02-6438,1S-MH-MU-ZNT-CL02-6438,1S-MH-MU-ZNT-CL02-6438,1.1.1.2.1.1.2.2,2025-04-04,802.8884803921569
25324,1S-MH-MU-ZNT-CL12-6659-1S-MH-MU-ZNT-CL12-6659,1S-MH-MU-ZNT-CL12-6659,1S-MH-MU-ZNT-CL12-6659,1.1.1.2.1.2,2025-04-04,322.5541463414634
25324,1S-MH-MU-ZNT-CL11-7156-1S-MH-MU-ZNT-CL11-7156,1S-MH-MU-ZNT-CL11-7156,1S-MH-MU-ZNT-CL11-7156,1.1.2,2025-04-04,276.9196774193548
25325,ROOT-1S-MH-MU-ZNT-CL03-6556,,1S-MH-MU-ZNT-CL03-6556,1,2025-04-04,175.54108695652175
25325,1S-MH-MU-ZNT-CL03-6556-1S-MH-MU-ZNT-CL03-6769,1S-MH-MU-ZNT-CL03-6556,1S-MH-MU-ZNT-CL03-6769,1.1,2025-04-04,87.05257731958763
25325,1S-MH-MU-ZNT-CL03-6769-1S-MH-MU-ZNT-CL03-6769,1S-MH-MU-ZNT-CL03-6769,1S-MH-MU-ZNT-CL03-6769,1.1.1,2025-04-04,87.05257731958763
25325,1S-MH-MU-ZNT-CL03-6769-nan,1S-MH-MU-ZNT-CL03-6769,nan,1.1.2,,
25325,nan-1S-MH-MU-ZNT-CL03-6172,nan,1S-MH-MU-ZNT-CL03-6172,1.1.2.1,2025-04-04,217.1496
25325,1S-MH-MU-ZNT-CL03-6172-1S-MH-MU-ZNT-CL03-6023,1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6023,1.1.2.1.1,2025-04-04,46.2095744680851
25325,1S-MH-MU-ZNT-CL03-6023-1S-MH-MU-ZNT-CL03-6023,1S-MH-MU-ZNT-CL03-6023,1S-MH-MU-ZNT-CL03-6023,1.1.2.1.1.1,2025-04-04,46.2095744680851
25325,1S-MH-MU-ZNT-CL03-6023-1S-MH-MU-ZNT-CL03-6218,1S-MH-MU-ZNT-CL03-6023,1S-MH-MU-ZNT-CL03-6218,1.1.2.1.1.2,,
25325,1S-MH-MU-ZNT-CL03-6218-1S-MH-MU-ZNT-CL03-6103,1S-MH-MU-ZNT-CL03-6218,1S-MH-MU-ZNT-CL03-6103,1.1.2.1.1.2.1,2025-04-04,60.37352941176471
25325,1S-MH-MU-ZNT-CL03-6103-1S-MH-MU-ZNT-CL03-6103,1S-MH-MU-ZNT-CL03-6103,1S-MH-MU-ZNT-CL03-6103,1.1.2.1.1.2.1.1,2025-04-04,60.37352941176471
25325,1S-MH-MU-ZNT-CL03-6103-1S-MH-MU-ZNT-CL03-6769,1S-MH-MU-ZNT-CL03-6103,1S-MH-MU-ZNT-CL03-6769,1.1.2.1.1.2.1.2,2025-04-04,87.05257731958763
25325,1S-MH-MU-ZNT-CL03-6103-nan,1S-MH-MU-ZNT-CL03-6103,nan,1.1.2.1.1.2.1.3,,
25325,1S-MH-MU-ZNT-CL03-6218-1S-MH-MU-ZNT-CL03-7070,1S-MH-MU-ZNT-CL03-6218,1S-MH-MU-ZNT-CL03-7070,1.1.2.1.1.2.2,,
25325,1S-MH-MU-ZNT-CL03-7070-1S-MH-MU-ZNT-CL03-7288,1S-MH-MU-ZNT-CL03-7070,1S-MH-MU-ZNT-CL03-7288,1.1.2.1.1.2.2.1,2025-04-04,63.1458947368421
25325,1S-MH-MU-ZNT-CL03-7288-nan,1S-MH-MU-ZNT-CL03-7288,nan,1.1.2.1.1.2.2.1.1,,
25325,1S-MH-MU-ZNT-CL03-7070-DT,1S-MH-MU-ZNT-CL03-7070,DT,1.1.2.1.1.2.2.2,,
25325,1S-MH-MU-ZNT-CL03-7070-nan,1S-MH-MU-ZNT-CL03-7070,nan,1.1.2.1.1.2.2.3,,
25325,1S-MH-MU-ZNT-CL03-6218-nan,1S-MH-MU-ZNT-CL03-6218,nan,1.1.2.1.1.2.3,,
25325,1S-MH-MU-ZNT-CL03-6172-1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6172,1.1.2.1.2,2025-04-04,217.1496
25325,1S-MH-MU-ZNT-CL03-6172-1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6762,1.1.2.1.3,2025-04-04,53.026
25325,1S-MH-MU-ZNT-CL03-6762-1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6157,1.1.2.1.3.1,2025-04-04,31.1096
25325,1S-MH-MU-ZNT-CL03-6157-1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6104,1.1.2.1.3.1.1,2025-04-04,41.0470243902439
25325,1S-MH-MU-ZNT-CL03-6104-1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6104,1.1.2.1.3.1.1.1,2025-04-04,41.0470243902439
25325,1S-MH-MU-ZNT-CL03-6104-1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6105,1.1.2.1.3.1.1.2,2025-04-04,186.12512315270936
25325,1S-MH-MU-ZNT-CL03-6105-1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL03-6105,1.1.2.1.3.1.1.2.1,2025-04-04,186.12512315270936
25325,1S-MH-MU-ZNT-CL03-6105-1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL04-7337,1.1.2.1.3.1.1.2.2,2025-04-04,131.06843373493976
25325,1S-MH-MU-ZNT-CL04-7337-1S-MH-MU-ZNT-CL03-6514,1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL03-6514,1.1.2.1.3.1.1.2.2.1,2025-04-04,165.12
25325,1S-MH-MU-ZNT-CL03-6514-1S-MH-MU-ZNT-CL03-6514,1S-MH-MU-ZNT-CL03-6514,1S-MH-MU-ZNT-CL03-6514,1.1.2.1.3.1.1.2.2.1.1,2025-04-04,165.12
25325,1S-MH-MU-ZNT-CL04-7337-1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL04-7337,1.1.2.1.3.1.1.2.2.2,2025-04-04,131.06843373493976
25325,1S-MH-MU-ZNT-CL03-6157-1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6157,1.1.2.1.3.1.2,2025-04-04,31.1096
25325,1S-MH-MU-ZNT-CL03-6762-1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6762,1.1.2.1.3.2,2025-04-04,53.026
25325,nan-1S-MH-MU-ZNT-CL03-6762,nan,1S-MH-MU-ZNT-CL03-6762,1.1.2.2,2025-04-04,53.026
25325,nan-1S-MH-MU-ZNT-CL03-6930,nan,1S-MH-MU-ZNT-CL03-6930,1.1.2.3,2025-04-04,34.218736842105265
25325,1S-MH-MU-ZNT-CL03-6930-1S-MH-MU-ZNT-CL03-6930,1S-MH-MU-ZNT-CL03-6930,1S-MH-MU-ZNT-CL03-6930,1.1.2.3.1,2025-04-04,34.218736842105265
25325,1S-MH-MU-ZNT-CL03-6930-nan,1S-MH-MU-ZNT-CL03-6930,nan,1.1.2.3.2,,
25325,nan-1S-MH-MU-ZNT-CL03-7070,nan,1S-MH-MU-ZNT-CL03-7070,1.1.2.4,,
25325,nan-nan,nan,nan,1.1.2.5,,
25325,ROOT-1S-MH-MU-ZNT-RSTN-BHWE,,1S-MH-MU-ZNT-RSTN-BHWE,2,2010-11-11,93.1478787878788
